날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2007.03.19,587000.0,2000.0,587000.0,590000.0,582000.0,251118.0
2007.03.16,589000.0,3000.0,586000.0,593000.0,581000.0,290331.0
2007.03.15,586000.0,2000.0,585000.0,592000.0,584000.0,491675.0
2007.03.14,584000.0,16000.0,586000.0,588000.0,580000.0,501489.0
2007.03.13,600000.0,2000.0,604000.0,604000.0,593000.0,336560.0
,,,,,,
,,,,,,
,,,,,,
2007.03.12,602000.0,16000.0,590000.0,602000.0,590000.0,633907.0
2007.03.09,586000.0,12000.0,583000.0,589000.0,580000.0,624981.0
2007.03.08,574000.0,4000.0,570000.0,582000.0,567000.0,581132.0
2007.03.07,570000.0,1000.0,575000.0,576000.0,565000.0,533148.0
2007.03.06,569000.0,6000.0,565000.0,579000.0,565000.0,581082.0
,,,,,,
