날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2019.02.11,45000.0,200.0,44500.0,45000.0,44250.0,11125044.0
2019.02.08,44800.0,1400.0,45700.0,45700.0,44650.0,12689196.0
2019.02.07,46200.0,150.0,46800.0,47100.0,46200.0,15872001.0
2019.02.01,46350.0,200.0,46650.0,46950.0,46250.0,13832454.0
2019.01.31,46150.0,250.0,46650.0,47050.0,46150.0,21621145.0
,,,,,,
,,,,,,
,,,,,,
2019.01.30,46400.0,900.0,44800.0,46400.0,44800.0,17505980.0
2019.01.29,45500.0,450.0,45050.0,45500.0,44350.0,16215017.0
2019.01.28,45050.0,300.0,45000.0,45500.0,44600.0,17998914.0
2019.01.25,44750.0,1700.0,44300.0,44750.0,43750.0,22789395.0
2019.01.24,43050.0,1050.0,43050.0,43100.0,42350.0,14747623.0
,,,,,,
