날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
1997.10.16,56200.0,4300.0,60000.0,60000.0,55700.0,184540.0
1997.10.15,60500.0,600.0,61900.0,61900.0,60200.0,97658.0
1997.10.14,61100.0,1600.0,61500.0,62900.0,59800.0,65090.0
1997.10.13,59500.0,800.0,60000.0,60900.0,59500.0,47260.0
1997.10.11,60300.0,600.0,59900.0,60500.0,59800.0,19180.0
,,,,,,
,,,,,,
,,,,,,
1997.10.10,59700.0,900.0,59100.0,59800.0,58100.0,47010.0
1997.10.09,58800.0,1400.0,59700.0,61400.0,57000.0,96343.0
1997.10.08,60200.0,4100.0,64300.0,64300.0,60200.0,60280.0
1997.10.07,64300.0,2000.0,66200.0,66200.0,64100.0,68530.0
1997.10.06,66300.0,700.0,67000.0,68000.0,66000.0,53720.0
,,,,,,
