날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2019.06.21,45700.0,200.0,45750.0,45800.0,45200.0,9454913.0
2019.06.20,45500.0,150.0,44850.0,45500.0,44850.0,7147785.0
2019.06.19,45350.0,1000.0,45450.0,45450.0,45000.0,10417690.0
2019.06.18,44350.0,450.0,43750.0,44500.0,43650.0,7994928.0
2019.06.17,43900.0,100.0,43750.0,44050.0,43400.0,11890424.0
,,,,,,
,,,,,,
,,,,,,
2019.06.14,44000.0,250.0,43750.0,44150.0,43300.0,9322873.0
2019.06.13,43750.0,850.0,44200.0,44400.0,43400.0,16906541.0
2019.06.12,44600.0,250.0,44800.0,45050.0,44300.0,8607439.0
2019.06.11,44850.0,50.0,44800.0,45000.0,44550.0,6664872.0
2019.06.10,44800.0,600.0,44300.0,44850.0,44050.0,8792182.0
,,,,,,
