날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2022.12.13,59700.0,200.0,59600.0,60300.0,59400.0,9040873.0
2022.12.12,59500.0,900.0,59900.0,60000.0,59400.0,9036472.0
2022.12.09,60400.0,1200.0,59300.0,60600.0,59300.0,10529632.0
2022.12.08,59200.0,300.0,58700.0,59200.0,58600.0,12986815.0
2022.12.07,58900.0,300.0,58800.0,59600.0,58500.0,12100662.0
,,,,,,
,,,,,,
,,,,,,
2022.12.06,59200.0,1100.0,59800.0,60100.0,59200.0,13888300.0
2022.12.05,60300.0,100.0,60900.0,61100.0,60000.0,13767787.0
2022.12.02,60400.0,2200.0,62500.0,62500.0,60400.0,15331184.0
2022.12.01,62600.0,400.0,63100.0,63200.0,62300.0,16631445.0
2022.11.30,62200.0,1600.0,60400.0,62200.0,60200.0,19768903.0
,,,,,,
