날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2020.12.03,69700.0,200.0,70100.0,70500.0,69300.0,23677989.0
2020.12.02,69500.0,1700.0,68400.0,69900.0,68300.0,29703942.0
2020.12.01,67800.0,1100.0,67100.0,68300.0,67100.0,22327173.0
2020.11.30,66700.0,1500.0,68400.0,68600.0,66700.0,43811016.0
2020.11.27,68200.0,200.0,68000.0,68400.0,67600.0,14063434.0
,,,,,,
,,,,,,
,,,,,,
2020.11.26,68000.0,1400.0,66100.0,68000.0,66000.0,19023323.0
2020.11.25,66600.0,1100.0,67900.0,68300.0,66500.0,32447065.0
2020.11.24,67700.0,200.0,67900.0,69500.0,67000.0,32158235.0
2020.11.23,67500.0,2800.0,64800.0,67800.0,64700.0,27134398.0
2020.11.20,64700.0,100.0,63900.0,65200.0,63900.0,15068682.0
,,,,,,
