날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2007.12.24,578000.0,18000.0,562000.0,580000.0,562000.0,377486.0
2007.12.21,560000.0,1000.0,562000.0,564000.0,551000.0,367215.0
2007.12.20,559000.0,1000.0,559000.0,568000.0,554000.0,439365.0
2007.12.18,560000.0,0.0,550000.0,564000.0,549000.0,435046.0
2007.12.17,560000.0,21000.0,568000.0,577000.0,560000.0,588904.0
,,,,,,
,,,,,,
,,,,,,
2007.12.14,581000.0,9000.0,583000.0,588000.0,574000.0,401297.0
2007.12.13,590000.0,8000.0,596000.0,599000.0,583000.0,686677.0
2007.12.12,598000.0,5000.0,591000.0,600000.0,586000.0,603108.0
2007.12.11,603000.0,11000.0,614000.0,614000.0,603000.0,448498.0
2007.12.10,614000.0,6000.0,613000.0,614000.0,606000.0,452015.0
,,,,,,
