날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2022.05.06,66500.0,1400.0,67000.0,67100.0,66500.0,14356156.0
2022.05.04,67900.0,400.0,68000.0,68400.0,67500.0,11505248.0
2022.05.03,67500.0,200.0,67400.0,68400.0,67300.0,14168875.0
2022.05.02,67300.0,100.0,66600.0,67600.0,66500.0,14106184.0
2022.04.29,67400.0,2600.0,65100.0,67600.0,65000.0,26190390.0
,,,,,,
,,,,,,
,,,,,,
2022.04.28,64800.0,200.0,65400.0,65500.0,64500.0,16895527.0
2022.04.27,65000.0,1100.0,65400.0,65500.0,64900.0,18122084.0
2022.04.26,66100.0,200.0,66400.0,66700.0,66100.0,12946923.0
2022.04.25,66300.0,700.0,66500.0,66700.0,66300.0,11016474.0
2022.04.22,67000.0,700.0,67200.0,67300.0,66700.0,11791478.0
,,,,,,
