날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2019.07.19,46800.0,700.0,46650.0,46950.0,46600.0,8819393.0
2019.07.18,46100.0,50.0,46450.0,46450.0,45650.0,5143554.0
2019.07.17,46050.0,800.0,46150.0,46350.0,45950.0,5216602.0
2019.07.16,46850.0,400.0,46450.0,46850.0,46300.0,7407824.0
2019.07.15,46450.0,150.0,45950.0,46650.0,45750.0,4717226.0
,,,,,,
,,,,,,
,,,,,,
2019.07.12,46300.0,100.0,46350.0,46400.0,45800.0,5245804.0
2019.07.11,46200.0,650.0,46350.0,46550.0,46150.0,10989751.0
2019.07.10,45550.0,450.0,45550.0,46150.0,45500.0,9253930.0
2019.07.09,45100.0,700.0,44850.0,45450.0,44700.0,7646421.0
2019.07.08,44400.0,1250.0,44750.0,44800.0,44350.0,7823843.0
,,,,,,
