날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2018.03.29,2452000.0,17000.0,2435000.0,2478000.0,2416000.0,201340.0
2018.03.28,2435000.0,64000.0,2455000.0,2455000.0,2417000.0,303189.0
2018.03.27,2499000.0,15000.0,2516000.0,2523000.0,2454000.0,237480.0
2018.03.26,2514000.0,28000.0,2471000.0,2514000.0,2452000.0,201155.0
2018.03.23,2486000.0,103000.0,2517000.0,2536000.0,2480000.0,297099.0
,,,,,,
,,,,,,
,,,,,,
2018.03.22,2589000.0,36000.0,2553000.0,2589000.0,2552000.0,169082.0
2018.03.21,2553000.0,7000.0,2589000.0,2589000.0,2553000.0,178104.0
2018.03.20,2560000.0,23000.0,2535000.0,2560000.0,2505000.0,163865.0
2018.03.19,2537000.0,20000.0,2531000.0,2567000.0,2522000.0,164377.0
2018.03.16,2557000.0,20000.0,2561000.0,2571000.0,2512000.0,243698.0
,,,,,,
