날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2015.12.29,1254000.0,12000.0,1265000.0,1266000.0,1241000.0,232944.0
2015.12.28,1266000.0,19000.0,1285000.0,1289000.0,1266000.0,227230.0
2015.12.24,1285000.0,10000.0,1295000.0,1300000.0,1285000.0,156151.0
2015.12.23,1295000.0,3000.0,1292000.0,1299000.0,1282000.0,207148.0
2015.12.22,1292000.0,12000.0,1280000.0,1292000.0,1267000.0,206192.0
,,,,,,
,,,,,,
,,,,,,
2015.12.21,1280000.0,2000.0,1278000.0,1285000.0,1261000.0,160466.0
2015.12.18,1278000.0,12000.0,1265000.0,1288000.0,1264000.0,168369.0
2015.12.17,1290000.0,9000.0,1301000.0,1308000.0,1275000.0,174677.0
2015.12.16,1299000.0,22000.0,1278000.0,1310000.0,1278000.0,207962.0
2015.12.15,1277000.0,16000.0,1261000.0,1280000.0,1260000.0,175494.0
,,,,,,
