날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2001.02.08,203000.0,8000.0,196000.0,203000.0,194500.0,693756.0
2001.02.07,195000.0,5500.0,198000.0,199500.0,195000.0,462650.0
2001.02.06,200500.0,1000.0,199000.0,201000.0,195500.0,630966.0
2001.02.05,201500.0,13000.0,208500.0,210000.0,199500.0,942754.0
2001.02.02,214500.0,1000.0,214500.0,219500.0,211000.0,546604.0
,,,,,,
,,,,,,
,,,,,,
2001.02.01,213500.0,6500.0,213500.0,221000.0,209500.0,794640.0
2001.01.31,220000.0,14500.0,204500.0,220000.0,204500.0,1060930.0
2001.01.30,205500.0,4500.0,205000.0,208500.0,203500.0,787000.0
2001.01.29,201000.0,2000.0,200000.0,205000.0,198000.0,944935.0
2001.01.26,199000.0,28500.0,222500.0,224000.0,198500.0,1820526.0
,,,,,,
