날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2003.04.17,302000.0,8500.0,307000.0,310500.0,302000.0,685584.0
2003.04.16,310500.0,14500.0,305000.0,312500.0,303500.0,1101778.0
2003.04.15,296000.0,10500.0,293000.0,296500.0,290500.0,705281.0
2003.04.14,285500.0,500.0,283500.0,294000.0,283500.0,703508.0
2003.04.11,285000.0,3000.0,285000.0,294000.0,284500.0,793342.0
,,,,,,
,,,,,,
,,,,,,
2003.04.10,288000.0,1500.0,286500.0,291000.0,283500.0,1081435.0
2003.04.09,286500.0,12500.0,292000.0,294000.0,286000.0,849424.0
2003.04.08,299000.0,0.0,292000.0,301500.0,291000.0,808535.0
2003.04.07,299000.0,15500.0,288000.0,300500.0,285500.0,995761.0
2003.04.04,283500.0,4500.0,276000.0,285500.0,272000.0,1075290.0
,,,,,,
