날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2015.03.26,1421000.0,64000.0,1450000.0,1456000.0,1421000.0,420119.0
2015.03.25,1485000.0,9000.0,1487000.0,1488000.0,1472000.0,187381.0
2015.03.24,1476000.0,9000.0,1455000.0,1478000.0,1455000.0,182263.0
2015.03.23,1467000.0,3000.0,1462000.0,1474000.0,1458000.0,162458.0
2015.03.20,1464000.0,6000.0,1475000.0,1480000.0,1460000.0,254099.0
,,,,,,
,,,,,,
,,,,,,
2015.03.19,1470000.0,33000.0,1510000.0,1510000.0,1470000.0,264516.0
2015.03.18,1503000.0,6000.0,1496000.0,1506000.0,1486000.0,249287.0
2015.03.17,1497000.0,27000.0,1470000.0,1500000.0,1460000.0,273223.0
2015.03.16,1470000.0,13000.0,1458000.0,1487000.0,1455000.0,179491.0
2015.03.13,1457000.0,10000.0,1461000.0,1479000.0,1455000.0,188262.0
,,,,,,
