날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2013.05.09,1515000.0,27000.0,1490000.0,1520000.0,1489000.0,216123.0
2013.05.08,1488000.0,5000.0,1493000.0,1498000.0,1479000.0,298439.0
2013.05.07,1493000.0,21000.0,1508000.0,1508000.0,1491000.0,228690.0
2013.05.06,1514000.0,21000.0,1540000.0,1540000.0,1512000.0,173086.0
2013.05.03,1535000.0,7000.0,1535000.0,1537000.0,1521000.0,131181.0
,,,,,,
,,,,,,
,,,,,,
2013.05.02,1528000.0,8000.0,1526000.0,1532000.0,1517000.0,200979.0
2013.04.30,1520000.0,39000.0,1490000.0,1530000.0,1488000.0,374100.0
2013.04.29,1481000.0,5000.0,1491000.0,1492000.0,1475000.0,170003.0
2013.04.26,1486000.0,8000.0,1495000.0,1497000.0,1472000.0,233032.0
2013.04.25,1494000.0,8000.0,1470000.0,1494000.0,1470000.0,209278.0
,,,,,,
