날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2022.05.20,68000.0,500.0,67800.0,68400.0,67700.0,12109671.0
2022.05.19,67500.0,600.0,66500.0,67600.0,66500.0,17073727.0
2022.05.18,68100.0,500.0,68300.0,68700.0,67600.0,16486319.0
2022.05.17,67600.0,1300.0,66600.0,67900.0,66600.0,15680447.0
2022.05.16,66300.0,200.0,67100.0,67400.0,66100.0,11937555.0
,,,,,,
,,,,,,
,,,,,,
2022.05.13,66500.0,1600.0,65300.0,66700.0,65200.0,14551536.0
2022.05.12,64900.0,800.0,65200.0,65500.0,64900.0,16414188.0
2022.05.11,65700.0,0.0,65500.0,66300.0,65200.0,12330920.0
2022.05.10,65700.0,400.0,65900.0,66300.0,65300.0,17235605.0
2022.05.09,66100.0,400.0,66300.0,66900.0,66100.0,11858736.0
,,,,,,
