날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2012.10.16,1330000.0,30000.0,1326000.0,1331000.0,1315000.0,213589.0
2012.10.15,1300000.0,4000.0,1296000.0,1312000.0,1287000.0,206958.0
2012.10.12,1296000.0,8000.0,1305000.0,1312000.0,1288000.0,300039.0
2012.10.11,1304000.0,21000.0,1310000.0,1320000.0,1287000.0,476265.0
2012.10.10,1325000.0,47000.0,1353000.0,1360000.0,1325000.0,260023.0
,,,,,,
,,,,,,
,,,,,,
2012.10.09,1372000.0,1000.0,1363000.0,1381000.0,1363000.0,176068.0
2012.10.08,1373000.0,3000.0,1375000.0,1379000.0,1360000.0,240919.0
2012.10.05,1370000.0,3000.0,1387000.0,1390000.0,1352000.0,357080.0
2012.10.04,1367000.0,2000.0,1351000.0,1373000.0,1339000.0,383480.0
2012.10.02,1369000.0,23000.0,1354000.0,1371000.0,1352000.0,267729.0
,,,,,,
