날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2016.04.28,1265000.0,35000.0,1300000.0,1300000.0,1261000.0,293069.0
2016.04.27,1300000.0,4000.0,1294000.0,1300000.0,1286000.0,165946.0
2016.04.26,1296000.0,15000.0,1285000.0,1305000.0,1283000.0,166901.0
2016.04.25,1281000.0,1000.0,1285000.0,1285000.0,1271000.0,91957.0
2016.04.22,1280000.0,14000.0,1294000.0,1294000.0,1277000.0,114830.0
,,,,,,
,,,,,,
,,,,,,
2016.04.21,1294000.0,5000.0,1300000.0,1301000.0,1288000.0,145089.0
2016.04.20,1299000.0,11000.0,1282000.0,1300000.0,1282000.0,171972.0
2016.04.19,1288000.0,11000.0,1294000.0,1296000.0,1283000.0,144766.0
2016.04.18,1299000.0,1000.0,1295000.0,1305000.0,1292000.0,128474.0
2016.04.15,1300000.0,0.0,1309000.0,1310000.0,1290000.0,136599.0
,,,,,,
