날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2014.12.24,1343000.0,4000.0,1339000.0,1343000.0,1339000.0,125140.0
2014.12.23,1339000.0,6000.0,1346000.0,1349000.0,1337000.0,219527.0
2014.12.22,1345000.0,17000.0,1345000.0,1347000.0,1318000.0,358877.0
2014.12.19,1328000.0,62000.0,1294000.0,1328000.0,1287000.0,367130.0
2014.12.18,1266000.0,0.0,1266000.0,1279000.0,1252000.0,236165.0
,,,,,,
,,,,,,
,,,,,,
2014.12.17,1266000.0,13000.0,1279000.0,1283000.0,1253000.0,261773.0
2014.12.16,1279000.0,6000.0,1270000.0,1289000.0,1268000.0,257895.0
2014.12.15,1273000.0,13000.0,1280000.0,1280000.0,1260000.0,286759.0
2014.12.12,1286000.0,19000.0,1303000.0,1304000.0,1274000.0,287945.0
2014.12.11,1305000.0,12000.0,1317000.0,1319000.0,1294000.0,409817.0
,,,,,,
