날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
1997.04.12,62600.0,300.0,63100.0,64000.0,62600.0,58130.0
1997.04.11,62900.0,0.0,62900.0,63500.0,62100.0,103290.0
1997.04.10,62900.0,1600.0,64500.0,64500.0,62000.0,86120.0
1997.04.09,64500.0,300.0,64200.0,64700.0,64000.0,173280.0
1997.04.08,64200.0,400.0,64300.0,65000.0,63800.0,238730.0
,,,,,,
,,,,,,
,,,,,,
1997.04.07,63800.0,1800.0,62000.0,64300.0,61500.0,172980.0
1997.04.04,62000.0,0.0,62000.0,62500.0,61500.0,111430.0
1997.04.03,62000.0,100.0,61800.0,63200.0,61500.0,158570.0
1997.04.02,61900.0,1900.0,59800.0,62900.0,59500.0,249280.0
1997.04.01,60000.0,100.0,60400.0,61200.0,59100.0,203480.0
,,,,,,
