날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2019.08.02,44950.0,250.0,44550.0,45500.0,44300.0,12151374.0
2019.08.01,45200.0,150.0,44900.0,45500.0,44850.0,7811181.0
2019.07.31,45350.0,1200.0,46200.0,46600.0,45000.0,12872916.0
2019.07.30,46550.0,450.0,46300.0,46850.0,46300.0,5551014.0
2019.07.29,46100.0,1050.0,46800.0,47050.0,46000.0,6856846.0
,,,,,,
,,,,,,
,,,,,,
2019.07.26,47150.0,50.0,46650.0,47150.0,46550.0,7873886.0
2019.07.25,47200.0,800.0,47150.0,47200.0,46600.0,8408838.0
2019.07.24,46400.0,900.0,47100.0,47150.0,46250.0,8756522.0
2019.07.23,47300.0,100.0,47350.0,47550.0,47050.0,9061381.0
2019.07.22,47200.0,400.0,46800.0,47300.0,46600.0,9009109.0
,,,,,,
