날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2022.07.19,60900.0,1000.0,61400.0,61500.0,60200.0,15248261.0
2022.07.18,61900.0,1900.0,60600.0,62000.0,60500.0,20832517.0
2022.07.15,60000.0,2500.0,58400.0,60000.0,58100.0,18685583.0
2022.07.14,57500.0,500.0,57500.0,58200.0,57400.0,15067012.0
2022.07.13,58000.0,100.0,58300.0,58600.0,58000.0,10841315.0
,,,,,,
,,,,,,
,,,,,,
2022.07.12,58100.0,700.0,58600.0,58700.0,58100.0,9336061.0
2022.07.11,58800.0,100.0,59300.0,59600.0,58700.0,13042624.0
2022.07.08,58700.0,500.0,58600.0,59300.0,58200.0,15339271.0
2022.07.07,58200.0,1800.0,56400.0,58700.0,56300.0,21322833.0
2022.07.06,56400.0,800.0,57300.0,57300.0,56400.0,16820461.0
,,,,,,
