날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2013.09.03,1337000.0,14000.0,1364000.0,1364000.0,1326000.0,235970.0
2013.09.02,1351000.0,17000.0,1368000.0,1371000.0,1350000.0,201632.0
2013.08.30,1368000.0,24000.0,1360000.0,1368000.0,1351000.0,342716.0
2013.08.29,1344000.0,35000.0,1317000.0,1348000.0,1314000.0,326300.0
2013.08.28,1309000.0,5000.0,1284000.0,1310000.0,1284000.0,189851.0
,,,,,,
,,,,,,
,,,,,,
2013.08.27,1304000.0,4000.0,1307000.0,1309000.0,1295000.0,182616.0
2013.08.26,1300000.0,5000.0,1301000.0,1305000.0,1296000.0,230393.0
2013.08.23,1295000.0,40000.0,1280000.0,1300000.0,1271000.0,344068.0
2013.08.22,1255000.0,1000.0,1250000.0,1267000.0,1245000.0,239697.0
2013.08.21,1256000.0,13000.0,1265000.0,1282000.0,1256000.0,246921.0
,,,,,,
