날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2009.05.12,561000.0,2000.0,563000.0,569000.0,560000.0,478618.0
2009.05.11,563000.0,6000.0,566000.0,568000.0,558000.0,645642.0
2009.05.08,569000.0,3000.0,566000.0,574000.0,563000.0,457850.0
2009.05.07,566000.0,1000.0,572000.0,573000.0,559000.0,692174.0
2009.05.06,565000.0,17000.0,575000.0,581000.0,563000.0,1162246.0
,,,,,,
,,,,,,
,,,,,,
2009.05.04,582000.0,10000.0,595000.0,597000.0,578000.0,794074.0
2009.04.30,592000.0,6000.0,595000.0,602000.0,584000.0,614575.0
2009.04.29,586000.0,11000.0,577000.0,586000.0,575000.0,330345.0
2009.04.28,575000.0,10000.0,590000.0,590000.0,575000.0,483330.0
2009.04.27,585000.0,7000.0,592000.0,594000.0,579000.0,544508.0
,,,,,,
