날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2022.10.18,56500.0,100.0,56700.0,57100.0,55800.0,14820702.0
2022.10.17,56600.0,300.0,55800.0,57000.0,55700.0,13641878.0
2022.10.14,56300.0,1100.0,56200.0,56500.0,55800.0,12924326.0
2022.10.13,55200.0,600.0,55400.0,56100.0,55200.0,13784602.0
2022.10.12,55800.0,400.0,55700.0,57000.0,55200.0,18408910.0
,,,,,,
,,,,,,
,,,,,,
2022.10.11,55400.0,800.0,54400.0,55700.0,54000.0,21437877.0
2022.10.07,56200.0,100.0,55900.0,56900.0,55200.0,16886813.0
2022.10.06,56300.0,300.0,56700.0,57300.0,56300.0,14944446.0
2022.10.05,56000.0,800.0,56900.0,57200.0,55400.0,22458970.0
2022.10.04,55200.0,2100.0,55300.0,55400.0,54500.0,19148435.0
,,,,,,
