날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2019.11.01,51200.0,800.0,50600.0,51200.0,50400.0,8467846.0
2019.10.31,50400.0,0.0,51000.0,51400.0,50300.0,10304777.0
2019.10.30,50400.0,700.0,50700.0,50800.0,50200.0,8959435.0
2019.10.29,51100.0,200.0,51400.0,51700.0,50800.0,7581629.0
2019.10.28,51300.0,400.0,50700.0,51500.0,50700.0,6431522.0
,,,,,,
,,,,,,
,,,,,,
2019.10.25,50900.0,200.0,50800.0,51200.0,50500.0,7879897.0
2019.10.24,50700.0,500.0,52500.0,52500.0,50500.0,21185785.0
2019.10.23,51200.0,0.0,51300.0,51500.0,50800.0,8663880.0
2019.10.22,51200.0,900.0,50800.0,51500.0,50700.0,10898729.0
2019.10.21,50300.0,400.0,49900.0,50400.0,49800.0,4406531.0
,,,,,,
