날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2019.04.23,45200.0,150.0,45050.0,45500.0,45000.0,6920566.0
2019.04.22,45350.0,50.0,45400.0,45900.0,45100.0,6006957.0
2019.04.19,45300.0,300.0,45750.0,46000.0,45250.0,8479710.0
2019.04.18,45600.0,1450.0,47200.0,47250.0,45500.0,12808747.0
2019.04.17,47050.0,200.0,47300.0,47600.0,47000.0,5513658.0
,,,,,,
,,,,,,
,,,,,,
2019.04.16,47250.0,200.0,47400.0,47400.0,46800.0,7730881.0
2019.04.15,47050.0,200.0,47150.0,47500.0,47000.0,8733019.0
2019.04.12,46850.0,600.0,46050.0,46900.0,46000.0,7668936.0
2019.04.11,46250.0,450.0,46700.0,46800.0,46150.0,13697399.0
2019.04.10,46700.0,50.0,46400.0,46700.0,46050.0,11883995.0
,,,,,,
